pk_id,image_cap,image_obj
2793,"['a man in a suit and tie standing in front of a bus .', 'a man in a suit and tie standing next to a woman .', 'a man in a suit and tie standing in front of a building .']","['vestment', 'cloak']"
2794,"['a man in a suit is holding a cell phone .', 'a man in a suit and tie holding a cell phone .', 'a man in a suit and tie holding a cell phone']","['jersey, T-shirt, tee shirt', 'Windsor tie']"
2795,"['a man in a suit and tie is smiling .', 'a man in a suit and tie sitting in a chair .', 'a man in a suit and tie sitting in a chair']","['theater curtain, theatre curtain']"
2796,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']","['racket, racquet', 'tennis ball']"
2797,"['a group of young men playing a game of frisbee .', 'a group of young men playing a game of soccer .', 'a group of men playing a game of frisbee .']","['rugby ball', 'soccer ball']"
2798,"['a group of young men playing a game of soccer .', 'a group of young men playing a game of frisbee .', 'a group of men playing a game of soccer .']","['rugby ball', 'soccer ball']"
2799,"['a group of men on a field playing baseball .', 'a group of men playing a game of soccer .', 'a group of men standing on top of a baseball field .']","['basketball', 'volleyball']"
2800,"['a man in a suit and tie holding a microphone .', 'a man in a suit and tie standing in front of a microphone .', 'a man in a suit and tie holding a microphone']","['shield, buckler', 'vestment']"
2801,"['a group of men standing next to each other .', 'a group of young men standing next to each other .', 'a group of men standing next to each other holding tennis racquets .']","['volleyball', 'basketball']"
2802,"['a woman is playing tennis on a tennis court .', 'a woman is playing tennis on a court .', 'a woman in a red shirt is playing tennis']","['unicycle, monocycle', 'pole']"
2803,"['a man holding a baseball bat on a field .', 'a man holding a baseball bat in front of a crowd .', 'a young boy holding a baseball bat on a field .']","['racket, racquet', 'soccer ball']"
2804,"['a crowd of people standing around a room .', 'a crowd of people standing around a crowd of people .', 'a crowd of people standing around a room with a tv .']","['stage', 'theater curtain, theatre curtain']"
2805,"['a group of people standing next to each other .', 'a group of people standing in a room .', 'a group of people standing next to each other in a room .']","['suit, suit of clothes', 'Loafer']"
2806,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie holding a beer .', 'a man in a suit and tie standing in front of a microphone .']","['suit, suit of clothes', 'Windsor tie']"
2807,"['a group of men standing next to each other .', 'a group of people standing next to each other .', 'a group of people standing next to each other in a field .']","['breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'submarine, pigboat, sub, U-boat']"
2808,"[""a sign that says `` <UNK> '' on it 's side ."", ""a sign that says `` <UNK> '' on the side of a building ."", ""a sign that says `` <UNK> '' on the side of the road .""]","['web site, website, internet site, site', 'puck, hockey puck']"
2809,"['a statue of a man holding a clock .', 'a statue of a man holding a clock', 'a statue of a man with a hat and a clock .']","['torch', 'comic book']"
2810,"['a group of people sitting on top of a couch .', 'a group of people sitting on top of a wooden floor .', 'a group of people sitting on a bench in front of a building .']","['stage', 'king penguin, Aptenodytes patagonica']"
2811,"['a woman holding a frisbee in her hand .', 'a woman holding a frisbee in her hands .', 'a woman is holding a frisbee in her hand .']","['American lobster, Northern lobster, Maine lobster, Homarus americanus', 'bow']"
2812,"['a pile of luggage sitting on top of a wooden table .', 'a pile of luggage sitting on top of a wooden floor .', 'a pile of luggage sitting on top of a table .']","['ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin', 'crate']"
2813,"['a man standing next to a woman in a kitchen .', 'a man standing next to a woman holding a plate of food .', 'a man standing in front of a table with a plate of food .']","['limousine, limo', 'maraca']"
2814,"['a woman wearing a red and white striped tie .', 'a woman wearing a red and white striped shirt and tie .', 'a woman wearing a red and white striped tie']","[""pajama, pyjama, pj's, jammies""]"
2815,"['a man standing in front of a bus .', 'a man standing in front of a subway train .', 'a man standing in front of a train .']","['cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM', 'street sign']"
2816,"['a man standing next to a stop sign .', 'a man standing next to a woman holding a frisbee .', 'a man standing next to a woman holding a snowboard .']","['web site, website, internet site, site', 'jersey, T-shirt, tee shirt']"
2817,"['a group of people standing next to each other .', 'a group of people standing next to each other on a beach .', 'a group of people standing next to each other in a row .']","['bobsled, bobsleigh, bob', 'comic book']"
2818,"['a group of young men standing next to each other .', 'a group of young men standing next to each other holding skateboards .', 'a group of young men standing next to each other on a stage .']","['stretcher', 'lab coat, laboratory coat']"
2819,"['a man in a suit and tie standing in front of a sign .', 'a man in a suit and tie standing in front of a building .', 'a man in a suit and tie standing in front of a clock .']","['comic book', 'book jacket, dust cover, dust jacket, dust wrapper']"
2820,"['a group of people sitting around a table .', 'a group of people standing around a table with a cake .', 'a group of people sitting around a table with food .']","[""potter's wheel"", 'stretcher']"
2821,"['a group of people standing around a wooden table .', 'a group of people standing next to each other on a field .', 'a group of people standing around a wooden table']","['altar', 'maze, labyrinth']"
2822,"['a group of people standing on top of a beach .', 'a group of people standing on top of a sandy beach .', 'a group of people on a beach with surfboards .']","['sandbar, sand bar', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']"
2823,"['a soccer player is kicking a soccer ball .', 'a soccer player is kicking a soccer ball', 'a soccer player is kicking a ball on the field .']","['soccer ball', 'rugby ball']"
2824,"[""a sign that reads `` <UNK> '' on the side of a building ."", ""a sign that reads `` <UNK> '' on a street corner ."", ""a sign that reads `` <UNK> '' on the side of the building .""]","['book jacket, dust cover, dust jacket, dust wrapper', 'web site, website, internet site, site']"
2825,"['a black and white photo of a man holding a tennis racket .', 'a black and white photo of a man in a suit', 'a black and white photo of a man in a suit and tie']","['book jacket, dust cover, dust jacket, dust wrapper', 'web site, website, internet site, site']"
2826,"['a truck parked on the side of a road .', 'a truck parked on the side of a road next to a field .', 'a truck parked on the side of a road next to a forest .']","['garbage truck, dustcart', 'amphibian, amphibious vehicle']"
2827,"['a picture of a man in a suit and tie .', 'a picture of a man in a suit and tie', ""a picture of a sign that says `` <UNK> '' .""]","['book jacket, dust cover, dust jacket, dust wrapper']"
2828,"['a man in a suit standing next to a sign .', 'a man in a suit standing next to a sign', 'a man in a suit and tie standing in front of a sign .']","['torch', 'packet']"
2829,"['a crowd of people standing around a crowd of people .', 'a group of people standing in a field .', 'a crowd of people standing around a crowd of kites .']","['maypole', 'flagpole, flagstaff']"
2830,"['a group of people standing next to a giant teddy bear .', 'a group of people standing next to each other .', 'a group of people standing next to a large teddy bear .']","['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']"
2831,"['a picture of a person holding a sign .', 'a picture of a person holding a book .', 'a picture of a person holding a book']","['web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper']"
